---STARTING NEW SECTION;SETTINGS
background:BLACK
---STARTING NEW SECTION;ENTRANCES
default;0;416
start;32;416
---STARTING NEW SECTION;CHARACTERS
---STARTING NEW SECTION;SPECIALS
scrollBound;160;96;32;32;top
scrollBound;1408;544;32;32;bottom
scrollBound;1152;544;32;32;bottom
scrollBound;928;544;32;32;bottom
scrollBound;608;544;32;32;bottom
scrollBound;192;544;32;32;bottom
scrollBound;-160;320;32;32;left
hurtObject;704;608;1280;32;1000
scrollBound;1792;544;32;32;bottom
scrollBound;2080;544;32;32;bottom
scrollBound;2336;544;32;32;bottom
hurtObject;2624;288;3200;32;1000
scrollBound;3008;224;32;32;bottom
scrollBound;2592;224;32;32;bottom
scrollBound;3328;224;32;32;bottom
scrollBound;3520;224;32;32;bottom
scrollBound;3936;224;32;32;bottom
scrollBound;4160;224;32;32;bottom
scrollBound;4480;224;32;32;bottom
scrollBound;4736;224;32;32;bottom
scrollBound;5056;224;32;32;bottom
movingPlatform;4800;0;64;32;length:2;style:darkOffice;node:4800:0
darkOffice_platform_ceiling;896;128
darkOffice_platform_ceiling;928;128
darkOffice_platform_ceiling;960;128
darkOffice_platform_ceiling;992;128
darkOffice_platform_ceiling;1024;128
darkOffice_platform_ceiling;1056;128
darkOffice_platform_ceiling;1088;128
darkOffice_platform_ceiling;1120;128
darkOffice_platform_ceiling;1152;128
darkOffice_platform_ceiling;1184;128
darkOffice_platform_ceiling;1216;128
darkOffice_platform_ceiling;1248;128
darkOffice_platform_ceiling;1280;128
darkOffice_platform_floor;672;320
darkOffice_corner_top_right;704;320
darkOffice_column_right;704;352
darkOffice_column_right;704;384
darkOffice_column_right;704;416
darkOffice_column_right;704;448
darkOffice_column_right;704;480
darkOffice_column_right;704;512
darkOffice_column_right;704;544
darkOffice_corner_top_left;768;320
darkOffice_column_left;768;352
darkOffice_column_left;768;384
darkOffice_column_left;768;416
darkOffice_column_left;768;448
darkOffice_column_left;768;480
darkOffice_column_left;768;512
darkOffice_column_left;768;544
darkOffice_corner_top_right;800;320
darkOffice_column_right;800;352
darkOffice_column_right;800;384
darkOffice_column_right;800;416
darkOffice_column_right;800;448
darkOffice_column_right;800;480
darkOffice_column_right;800;512
darkOffice_column_right;800;544
darkOffice_corner_top_left;896;320
darkOffice_column_left;896;352
darkOffice_column_left;896;384
darkOffice_column_left;896;416
darkOffice_column_left;896;448
darkOffice_column_left;896;480
darkOffice_column_left;896;512
darkOffice_column_left;896;544
darkOffice_corner_top_right;960;320
darkOffice_column_right;960;352
darkOffice_column_right;960;384
darkOffice_column_right;960;416
darkOffice_column_right;960;448
darkOffice_column_right;960;480
darkOffice_column_right;960;512
darkOffice_column_right;960;544
darkOffice_platform_floor;928;320
darkOffice_corner_top_left;1088;320
darkOffice_platform_floor;1120;320
darkOffice_platform_floor;1152;320
darkOffice_corner_top_right;1184;320
darkOffice_column_left;1088;352
darkOffice_column_left;1088;384
darkOffice_column_left;1088;416
darkOffice_column_left;1088;448
darkOffice_column_left;1088;480
darkOffice_column_left;1088;512
darkOffice_column_left;1088;544
darkOffice_column_right;1184;352
darkOffice_column_right;1184;384
darkOffice_column_right;1184;416
darkOffice_column_right;1184;448
darkOffice_column_right;1184;480
darkOffice_column_right;1184;512
darkOffice_column_right;1184;544
darkOffice_column_left;1344;512
darkOffice_column_left;1344;480
darkOffice_column_left;1344;448
darkOffice_column_left;1344;416
darkOffice_column_left;1344;384
darkOffice_column_left;1344;352
darkOffice_corner_top_left;1344;320
darkOffice_platform_floor;1376;320
darkOffice_platform_floor;1408;320
darkOffice_platform_floor;1440;320
darkOffice_corner_top_right;1472;320
darkOffice_column_right;1472;352
darkOffice_column_right;1472;384
darkOffice_column_right;1472;416
darkOffice_column_right;1472;448
darkOffice_column_right;1472;480
darkOffice_column_right;1472;512
darkOffice_column_right;1472;544
darkOffice_column_left;1344;544
darkOffice_platform_ceiling;1312;128
darkOffice_platform_ceiling;1344;128
darkOffice_platform_ceiling;1376;128
darkOffice_platform_ceiling;1408;128
darkOffice_platform_ceiling;1440;128
darkOffice_platform_ceiling;1472;128
darkOffice_platform_ceiling;1504;128
darkOffice_platform_ceiling;1536;128
darkOffice_platform_ceiling;1568;128
darkOffice_platform_ceiling;1600;128
darkOffice_corner_top_left;1664;320
darkOffice_platform_floor;1696;320
darkOffice_platform_floor;1728;320
darkOffice_platform_floor;1760;320
darkOffice_platform_floor;1792;320
darkOffice_corner_top_right;1824;320
darkOffice_column_right;1824;384
darkOffice_column_right;1824;416
darkOffice_column_right;1824;448
darkOffice_column_right;1824;480
darkOffice_column_right;1824;512
darkOffice_column_right;1824;544
darkOffice_column_right;1824;352
darkOffice_column_left;1664;352
darkOffice_column_left;1664;384
darkOffice_column_left;1664;416
darkOffice_column_left;1664;448
darkOffice_column_left;1664;480
darkOffice_column_left;1664;512
darkOffice_column_left;1664;544
darkOffice_platform_ceiling;1632;128
darkOffice_platform_ceiling;1664;128
darkOffice_platform_ceiling;1696;128
darkOffice_platform_ceiling;1728;128
darkOffice_platform_ceiling;1760;128
darkOffice_platform_ceiling;1792;128
darkOffice_platform_ceiling;1824;128
darkOffice_column_left;1920;544
darkOffice_column_left;1920;512
darkOffice_column_left;1920;480
darkOffice_column_left;1920;448
darkOffice_column_left;1920;416
darkOffice_column_left;1920;384
darkOffice_column_left;1920;352
darkOffice_corner_top_left;1920;320
darkOffice_platform_floor;1952;320
darkOffice_platform_floor;1984;320
darkOffice_corner_top_left;2016;288
darkOffice_column_left;2048;256
darkOffice_corner_top_left;2048;224
darkOffice_column_left;2080;192
darkOffice_column_left;2112;128
darkOffice_corner_top_left;2080;160
darkOffice_corner_bottom_right;1856;128
darkOffice_corner_bottom_right;1888;96
darkOffice_column_right;1888;64
darkOffice_corner_bottom_right;1920;32
darkOffice_column_right;1920;0
darkOffice_column_right;1920;-32
darkOffice_corner_bottom_right;1952;-64
darkOffice_incorner_top_left;2016;320
darkOffice_incorner_top_left;2048;288
darkOffice_incorner_top_left;2080;224
darkOffice_incorner_bottom_right;1856;96
darkOffice_incorner_bottom_right;1888;32
darkOffice_incorner_bottom_right;1920;-64
darkOffice_corner_top_left;2112;0
darkOffice_column_left;2112;32
darkOffice_column_left;2112;64
darkOffice_column_left;2112;96
darkOffice_column_right;1952;-96
darkOffice_column_right;1952;-128
darkOffice_column_right;1952;-160
darkOffice_platform_ceiling;1984;-192
darkOffice_platform_ceiling;2016;-192
darkOffice_platform_ceiling;2048;-192
darkOffice_platform_ceiling;2080;-192
darkOffice_platform_ceiling;2112;-192
darkOffice_platform_ceiling;2144;-192
darkOffice_platform_ceiling;2176;-192
darkOffice_platform_floor;2144;0
darkOffice_platform_floor;2176;0
darkOffice_platform_floor;2208;0
darkOffice_platform_floor;2240;0
darkOffice_incorner_bottom_right;1952;-192
darkOffice_incorner_top_left;2112;160
darkOffice_platform_floor;2272;0
darkOffice_platform_floor;2304;0
darkOffice_platform_floor;2336;0
darkOffice_platform_floor;2368;0
darkOffice_platform_floor;2400;0
darkOffice_platform_floor;2560;0
darkOffice_platform_floor;2592;0
darkOffice_platform_ceiling;2208;-192
darkOffice_platform_ceiling;2240;-192
darkOffice_platform_ceiling;2272;-192
darkOffice_platform_ceiling;2304;-192
darkOffice_platform_ceiling;2336;-192
darkOffice_platform_ceiling;2368;-192
darkOffice_platform_ceiling;2400;-192
darkOffice_platform_ceiling;2432;-192
darkOffice_platform_ceiling;2464;-192
darkOffice_corner_top_right;2624;0
darkOffice_column_right;2624;32
darkOffice_column_right;2624;64
darkOffice_column_right;2624;96
darkOffice_column_right;2624;128
darkOffice_column_right;2624;160
darkOffice_column_right;2624;192
darkOffice_column_right;2624;224
darkOffice_platform_floor;2496;0
darkOffice_platform_floor;2464;0
darkOffice_platform_floor;2432;0
darkOffice_platform_floor;2528;0
darkOffice_platform_ceiling;2496;-192
darkOffice_corner_bottom_right;2528;-192
darkOffice_platform_ceiling;2560;-224
darkOffice_corner_bottom_right;2592;-224
darkOffice_platform_ceiling;2624;-256
darkOffice_column_left;2688;224
darkOffice_column_left;2688;192
darkOffice_column_left;2688;160
darkOffice_column_left;2688;128
darkOffice_column_left;2688;96
darkOffice_column_left;2688;64
darkOffice_column_left;2688;32
darkOffice_column_left;2688;0
darkOffice_corner_top_left;2688;-32
darkOffice_corner_top_right;2720;-32
darkOffice_column_right;2720;0
darkOffice_column_right;2720;32
darkOffice_column_right;2720;64
darkOffice_column_right;2720;96
darkOffice_column_right;2720;128
darkOffice_column_right;2720;160
darkOffice_column_right;2720;192
darkOffice_column_right;2720;224
darkOffice_corner_bottom_right;2656;-256
darkOffice_corner_bottom_right;2720;-288
darkOffice_platform_ceiling;2688;-288
darkOffice_platform_ceiling;2752;-320
darkOffice_corner_bottom_right;2784;-320
darkOffice_corner_top_left;2816;-96
darkOffice_corner_top_right;2848;-96
darkOffice_column_right;2848;-64
darkOffice_column_right;2848;-32
darkOffice_column_right;2848;0
darkOffice_column_right;2848;32
darkOffice_column_right;2848;64
darkOffice_column_right;2848;96
darkOffice_column_right;2848;128
darkOffice_column_right;2848;160
darkOffice_column_right;2848;192
darkOffice_column_right;2848;224
darkOffice_column_left;2816;-32
darkOffice_column_left;2816;0
darkOffice_column_left;2816;32
darkOffice_column_left;2816;64
darkOffice_column_left;2816;96
darkOffice_column_left;2816;128
darkOffice_column_left;2816;-64
darkOffice_column_left;2816;192
darkOffice_column_left;2816;160
darkOffice_column_left;2816;224
darkOffice_platform_ceiling;2816;-352
darkOffice_corner_bottom_right;2848;-352
darkOffice_corner_top_left;2976;-160
darkOffice_platform_floor;3008;-160
darkOffice_platform_floor;3040;-160
darkOffice_corner_top_right;3072;-160
darkOffice_column_right;3072;-128
darkOffice_column_right;3072;-96
darkOffice_column_right;3072;-64
darkOffice_column_right;3072;-32
darkOffice_column_right;3072;0
darkOffice_column_right;3072;32
darkOffice_column_right;3072;64
darkOffice_column_right;3072;96
darkOffice_column_right;3072;128
darkOffice_column_right;3072;160
darkOffice_column_right;3072;192
darkOffice_column_right;3072;224
darkOffice_column_left;2976;-128
darkOffice_column_left;2976;-96
darkOffice_column_left;2976;-64
darkOffice_column_left;2976;-32
darkOffice_column_left;2976;0
darkOffice_column_left;2976;32
darkOffice_column_left;2976;64
darkOffice_column_left;2976;96
darkOffice_column_left;2976;128
darkOffice_column_left;2976;160
darkOffice_column_left;2976;192
darkOffice_column_left;2976;224
darkOffice_platform_ceiling;2880;-384
darkOffice_platform_ceiling;2912;-384
darkOffice_platform_ceiling;2944;-384
darkOffice_platform_ceiling;2976;-384
darkOffice_platform_ceiling;3008;-384
darkOffice_platform_ceiling;3040;-384
darkOffice_platform_ceiling;3072;-384
darkOffice_platform_ceiling;3104;-384
darkOffice_corner_bottom_left;3264;-352
darkOffice_platform_ceiling;3296;-352
darkOffice_platform_ceiling;3360;-320
darkOffice_platform_ceiling;3424;-288
darkOffice_corner_bottom_left;3328;-320
darkOffice_corner_bottom_left;3392;-288
darkOffice_incorner_bottom_right;2528;-224
darkOffice_incorner_bottom_right;2592;-256
darkOffice_incorner_bottom_right;2656;-288
darkOffice_incorner_bottom_right;2720;-320
darkOffice_incorner_bottom_right;2784;-352
darkOffice_incorner_bottom_right;2848;-384
darkOffice_incorner_bottom_left;3264;-384
darkOffice_incorner_bottom_left;3328;-352
darkOffice_incorner_bottom_left;3392;-320
darkOffice_corner_top_left;3264;-32
darkOffice_column_left;3264;32
darkOffice_column_left;3264;64
darkOffice_column_left;3264;96
darkOffice_column_left;3264;128
darkOffice_column_left;3264;160
darkOffice_column_left;3264;192
darkOffice_column_left;3264;224
darkOffice_column_left;3264;0
darkOffice_platform_ceiling;3136;-384
darkOffice_platform_ceiling;3168;-384
darkOffice_platform_ceiling;3200;-384
darkOffice_platform_ceiling;3232;-384
darkOffice_platform_floor;3296;-32
darkOffice_platform_floor;3328;-32
darkOffice_platform_floor;3360;-32
darkOffice_platform_floor;3392;-32
darkOffice_platform_floor;3424;-32
darkOffice_corner_top_right;3456;-32
darkOffice_platform_floor;3552;0
darkOffice_platform_floor;3584;0
darkOffice_platform_floor;3488;0
darkOffice_platform_floor;3520;0
darkOffice_corner_top_right;3616;0
darkOffice_column_right;3616;32
darkOffice_column_right;3616;64
darkOffice_column_right;3616;96
darkOffice_column_right;3616;128
darkOffice_column_right;3616;160
darkOffice_column_right;3616;192
darkOffice_column_right;3616;224
darkOffice_incorner_top_right;3456;0
darkOffice_corner_bottom_left;3456;-256
darkOffice_corner_bottom_left;3520;-224
darkOffice_platform_ceiling;3488;-256
darkOffice_platform_ceiling;3552;-224
darkOffice_platform_ceiling;3584;-224
darkOffice_platform_ceiling;3616;-224
darkOffice_platform_ceiling;3648;-224
darkOffice_platform_ceiling;3680;-224
darkOffice_incorner_bottom_left;3520;-256
darkOffice_column_right;3712;0
darkOffice_column_right;3712;32
darkOffice_column_right;3712;64
darkOffice_column_right;3712;96
darkOffice_column_right;3712;128
darkOffice_column_right;3712;160
darkOffice_column_right;3712;192
darkOffice_column_right;3712;224
darkOffice_column_left;3680;0
darkOffice_column_left;3680;32
darkOffice_column_left;3680;64
darkOffice_column_left;3680;96
darkOffice_column_left;3680;128
darkOffice_column_left;3680;160
darkOffice_column_left;3680;192
darkOffice_column_left;3680;224
darkOffice_column_left;3680;-32
darkOffice_column_right;3712;-32
darkOffice_corner_top_left;3680;-64
darkOffice_corner_top_right;3712;-64
darkOffice_platform_ceiling;3712;-224
darkOffice_platform_ceiling;3744;-224
darkOffice_platform_ceiling;3776;-224
darkOffice_platform_ceiling;3808;-224
darkOffice_platform_ceiling;3840;-224
darkOffice_platform_ceiling;3872;-224
darkOffice_platform_ceiling;3904;-224
darkOffice_corner_top_left;3808;-96
darkOffice_column_left;3808;-64
darkOffice_column_left;3808;-32
darkOffice_column_left;3808;0
darkOffice_column_left;3808;32
darkOffice_column_left;3808;64
darkOffice_column_left;3808;96
darkOffice_column_left;3808;128
darkOffice_column_left;3808;160
darkOffice_column_left;3808;192
darkOffice_column_left;3808;224
darkOffice_corner_top_right;3840;-96
darkOffice_column_right;3840;-64
darkOffice_column_right;3840;-32
darkOffice_column_right;3840;0
darkOffice_column_right;3840;32
darkOffice_column_right;3840;64
darkOffice_column_right;3840;96
darkOffice_column_right;3840;128
darkOffice_column_right;3840;160
darkOffice_column_right;3840;192
darkOffice_column_right;3840;224
darkOffice_platform_ceiling;3936;-224
darkOffice_platform_ceiling;3968;-224
darkOffice_platform_ceiling;4000;-224
darkOffice_platform_ceiling;4032;-224
darkOffice_corner_top_left;3904;-128
darkOffice_corner_top_left;3936;-160
darkOffice_platform_floor;3968;-160
darkOffice_corner_top_right;4000;-160
darkOffice_column_right;4000;-96
darkOffice_column_right;4000;-64
darkOffice_column_right;4000;-32
darkOffice_column_right;4000;0
darkOffice_column_right;4000;32
darkOffice_column_right;4000;64
darkOffice_column_right;4000;96
darkOffice_column_right;4000;224
darkOffice_column_right;4000;192
darkOffice_column_right;4000;160
darkOffice_column_right;4000;128
darkOffice_column_left;3904;-96
darkOffice_column_left;3904;-64
darkOffice_column_left;3904;-32
darkOffice_column_left;3904;0
darkOffice_column_left;3904;32
darkOffice_column_left;3904;64
darkOffice_column_left;3904;96
darkOffice_column_left;3904;128
darkOffice_column_left;3904;160
darkOffice_column_left;3904;192
darkOffice_column_left;3904;224
darkOffice_column_right;4000;-128
darkOffice_incorner_top_left;3936;-128
darkOffice_platform_ceiling;4064;-224
darkOffice_platform_ceiling;4096;-224
darkOffice_platform_ceiling;4128;-224
darkOffice_platform_ceiling;4160;-224
darkOffice_platform_ceiling;4192;-224
darkOffice_platform_ceiling;4224;-224
darkOffice_platform_ceiling;4256;-224
darkOffice_platform_ceiling;4288;-224
darkOffice_platform_ceiling;4320;-224
darkOffice_corner_top_left;4064;-160
darkOffice_platform_floor;4096;-160
darkOffice_platform_floor;4128;-160
darkOffice_platform_floor;4160;-160
darkOffice_platform_floor;4192;-160
darkOffice_corner_top_right;4224;-160
darkOffice_column_right;4224;-128
darkOffice_column_right;4224;-96
darkOffice_column_right;4224;-64
darkOffice_column_right;4224;-32
darkOffice_column_right;4224;0
darkOffice_column_right;4224;32
darkOffice_column_right;4224;64
darkOffice_column_right;4224;96
darkOffice_column_right;4224;128
darkOffice_column_right;4224;160
darkOffice_column_right;4224;192
darkOffice_column_left;4064;-96
darkOffice_column_left;4064;-64
darkOffice_column_left;4064;-32
darkOffice_column_left;4064;0
darkOffice_column_left;4064;32
darkOffice_column_left;4064;64
darkOffice_column_left;4064;96
darkOffice_column_left;4064;128
darkOffice_column_left;4064;160
darkOffice_column_left;4064;192
darkOffice_column_left;4064;-128
darkOffice_corner_top_left;4288;-96
darkOffice_corner_top_right;4320;-96
darkOffice_corner_bottom_right;4320;-64
darkOffice_corner_bottom_left;4288;-64
darkOffice_corner_bottom_left;4416;0
darkOffice_corner_top_left;4416;-32
darkOffice_corner_top_right;4448;-32
darkOffice_corner_bottom_right;4448;0
darkOffice_platform_ceiling;4352;-224
darkOffice_platform_ceiling;4384;-224
darkOffice_platform_ceiling;4416;-224
darkOffice_platform_ceiling;4448;-224
darkOffice_platform_ceiling;4480;-224
darkOffice_platform_ceiling;4512;-224
darkOffice_platform_ceiling;4544;-224
darkOffice_platform_ceiling;4576;-224
darkOffice_platform_ceiling;4608;-224
darkOffice_corner_top_left;4640;-64
darkOffice_platform_floor;4672;-64
darkOffice_corner_top_right;4704;-64
darkOffice_corner_bottom_right;4704;-32
darkOffice_platform_ceiling;4672;-32
darkOffice_corner_bottom_left;4640;-32
darkOffice_platform_ceiling;4640;-224
darkOffice_platform_ceiling;4672;-224
darkOffice_platform_ceiling;4704;-224
darkOffice_platform_ceiling;4736;-224
darkOffice_platform_ceiling;4768;-224
darkOffice_platform_ceiling;4800;-224
darkOffice_platform_ceiling;4832;-224
darkOffice_platform_ceiling;4864;-224
darkOffice_column_left;4064;224
darkOffice_column_right;4224;224
darkOffice_platform_ceiling;4896;-224
darkOffice_platform_ceiling;4928;-224
darkOffice_platform_ceiling;4960;-224
darkOffice_platform_ceiling;4992;-224
darkOffice_platform_ceiling;5024;-224
darkOffice_platform_ceiling;5056;-224
darkOffice_platform_ceiling;5088;-224
darkOffice_platform_ceiling;5120;-224
darkOffice_platform_ceiling;5152;-224
darkOffice_platform_ceiling;5184;-224
darkOffice_platform_ceiling;5216;-224
darkOffice_platform_ceiling;5248;-224
---STARTING NEW SECTION;GRAPHICS4
